age,browse_duration,purchase_count,avg_order_value,gender,city_tier,device_type,return_rate,coupon_usage,favorite_count,click_through_rate,last_purchase_days,app_install_count,membership_level,social_media_active,has_children,education_level,income_bracket,label
43,122,36,171,男,2,Android,0.28,9,1,0.5,29,0,普通,否,是,本科,低,1
,282,46,441,女,3,Web,0.03,16,70,0.79,,0,普通,否,是,高中,中,1
44,292,11,1364,女,4,Android,0.22,5,71,0.65,293,2,普通,否,是,本科,低,1
19,291,37,755,女,3,Web,0.13,3,36,0.77,,5,,是,否,硕士,中,1
50,260,,522,女,3,iOS,0.09,13,7,0.63,99,,普通,是,否,硕士,中,1
55,48,45,1547,男,3,iOS,0.12,19,90,0.64,349,5,,是,否,本科,中,1
46,22,40,1154,男,2,Android,0.18,5,,0.8,205,2,VIP,否,是,本科,高,1
32,211,30,1166,男,1,iOS,0.06,9,86,0.09,89,2,普通,是,否,高中,低,1
20,299,32,430,男,4,iOS,0.25,,9,0.42,30,3,普通,是,否,本科,低,1
58,69,15,118,女,2,iOS,0.26,6,17,0.35,190,0,普通,否,否,高中,中,1
40,,21,1696,女,5,Web,0.21,6,72,0.21,239,0,普通,是,否,高中,,1
24,150,35,982,男,4,Android,0.05,6,85,0.1,318,4,VIP,否,是,本科,低,1
35,255,34,191,男,4,Web,0.28,9,8,,47,4,,否,否,本科,中,1
60,43,40,1962,女,4,Web,0.11,11,62,0.56,130,2,普通,否,否,本科,低,1
69,154,14,383,女,3,iOS,0.23,7,16,0.12,214,5,VIP,是,是,高中,低,1
27,48,12,675,男,2,Web,0.12,15,76,0.36,228,0,普通,是,是,博士,低,1
38,71,43,875,男,4,iOS,0.09,16,41,0.32,221,5,VIP,否,否,高中,低,1
34,112,31,1527,女,3,Android,0.15,,100,0.39,114,,普通,是,否,本科,中,1
27,158,,1234,女,2,Android,0.14,4,13,0.19,95,0,VIP,是,否,高中,低,1
29,250,50,378,男,2,iOS,0.09,16,95,0.19,157,4,,否,否,硕士,低,1
58,91,50,1321,女,4,Android,0.16,15,36,0.83,93,1,普通,否,否,高中,低,1
67,60,22,1385,女,4,iOS,0.03,12,27,0.43,229,,普通,是,是,本科,低,1
40,135,25,1544,男,4,Web,0.03,,26,0.68,13,5,普通,否,否,高中,中,1
70,299,11,329,女,3,Android,0.11,3,75,0.62,257,0,普通,是,是,高中,中,1
34,97,14,183,男,4,Android,0.07,3,57,0.51,147,5,普通,是,是,本科,低,1
41,,48,914,女,5,Android,0.24,19,4,0.54,304,5,VIP,是,否,本科,中,1
54,27,33,,男,3,Android,0.05,3,93,0.96,248,2,VIP,否,否,本科,低,1
19,200,38,580,女,3,Android,0.18,9,54,0.87,305,5,普通,是,否,本科,高,1
41,126,47,537,男,1,Web,0.13,5,59,0.84,118,5,普通,是,否,高中,低,1
21,8,47,1943,男,4,iOS,0.22,12,83,0.03,3,0,普通,,否,硕士,中,1
38,122,28,1327,,5,Android,0.22,17,13,0.6,35,2,普通,是,否,硕士,,1
35,177,17,745,男,3,,0.25,19,93,0.24,326,0,超级VIP,是,否,本科,中,1
54,136,25,1104,男,1,Android,0.06,17,85,0.93,43,2,普通,是,是,本科,低,1
26,233,40,929,男,4,iOS,0.09,4,65,0.82,179,2,普通,是,是,硕士,中,1
31,120,11,1406,男,3,Web,0.12,3,23,0.71,,3,超级VIP,是,是,硕士,中,1
21,75,50,344,女,3,iOS,0.14,8,20,0.17,244,3,普通,否,是,本科,高,1
35,136,37,1813,女,2,Web,0.1,3,26,0.76,212,2,普通,是,是,本科,中,1
44,37,15,1445,女,3,Android,0.07,11,90,0.33,321,4,普通,是,是,高中,,1
45,220,37,230,男,1,Web,0.1,4,61,0.66,92,4,VIP,否,否,高中,中,1
36,52,14,1185,女,4,Android,0.25,7,97,0.37,280,4,普通,是,否,,低,1
69,22,11,1251,女,5,Android,0.01,,40,0.39,280,4,超级VIP,否,否,本科,高,1
43,43,,1868,女,4,Web,0.16,7,89,0.07,47,4,VIP,是,是,硕士,低,1
43,146,18,745,男,1,Android,0.01,3,78,0.93,236,2,,,否,高中,低,1
,118,40,1778,女,2,Android,0.03,4,93,0.24,148,1,普通,是,否,硕士,中,1
29,46,22,943,女,3,Android,0.23,16,58,0.51,,1,普通,否,,硕士,低,1
69,76,30,1500,女,4,Android,0.09,20,52,0.24,276,5,普通,否,是,博士,中,1
53,20,35,121,男,1,iOS,0.16,5,79,0.81,32,0,VIP,否,否,高中,高,1
33,107,14,217,男,3,iOS,0.03,7,57,0.58,74,3,普通,是,否,高中,高,1
18,250,50,1149,女,3,Android,0.06,16,34,0.43,327,4,普通,,是,高中,低,1
33,297,30,175,女,2,Web,0.12,14,94,0.11,284,0,普通,否,是,硕士,低,1
46,111,39,1968,女,2,Web,0.23,18,15,0.34,332,0,普通,,是,本科,中,1
56,180,16,1182,女,5,iOS,0.23,9,74,0.68,274,1,超级VIP,是,否,硕士,中,1
33,145,41,1260,女,2,iOS,0.16,4,7,0.93,291,2,,否,是,本科,中,1
20,64,25,1483,男,4,iOS,0.08,12,99,0.64,24,5,普通,是,是,本科,中,1
21,248,30,564,女,2,iOS,0.15,4,4,0.64,68,5,普通,否,否,本科,低,1
19,112,37,758,男,5,Android,0.18,17,68,0.51,124,0,普通,是,是,高中,高,1
61,286,38,1395,女,4,Android,0.27,20,2,0.09,70,2,超级VIP,是,是,本科,高,1
47,210,34,1622,女,3,iOS,0.03,18,32,0.18,48,1,普通,是,否,高中,高,1
29,214,26,1173,女,2,Web,0.26,9,51,0.05,343,3,VIP,是,是,硕士,中,1
43,250,11,248,女,4,iOS,0.19,6,66,0.23,342,3,普通,否,是,本科,低,1
57,256,33,1919,男,5,Android,0.24,17,17,0.47,146,3,普通,是,是,本科,中,1
59,18,18,1061,女,3,Web,0.17,16,26,0.23,95,1,普通,是,否,本科,低,1
40,259,48,1548,男,3,Android,0.17,7,75,0.21,196,2,VIP,否,否,本科,,1
37,201,13,332,男,,Web,0.18,14,21,0.89,56,4,普通,是,是,本科,中,1
,233,34,719,女,1,Android,0.07,6,68,0.1,115,3,普通,否,是,高中,低,1
53,142,28,,女,4,Android,0.27,,0,0.7,336,5,超级VIP,是,否,本科,低,1
36,66,22,,男,5,Android,0.24,9,,0.36,195,0,普通,是,是,本科,高,1
68,292,36,,女,5,Android,0.22,5,76,0.2,234,3,普通,否,,本科,中,1
24,145,37,734,女,1,Web,0.14,9,48,0.15,247,3,普通,否,是,硕士,高,1
22,128,36,201,男,4,Android,0.13,11,40,0.5,244,2,普通,是,是,本科,高,1
28,255,37,1889,男,2,Android,,13,86,0.62,106,2,VIP,否,是,高中,中,1
,29,29,715,男,2,iOS,0.24,8,72,0.24,349,4,普通,是,否,,中,1
55,25,37,468,男,3,Android,0.12,17,69,0.54,7,4,普通,是,否,硕士,低,1
25,60,17,425,女,5,Android,0.06,15,47,0.33,176,3,普通,是,是,硕士,中,1
59,66,21,1997,女,4,Android,0.23,4,22,0.43,134,3,普通,否,否,本科,低,1
41,25,21,1575,女,4,Android,0.2,16,45,0.52,254,0,超级VIP,是,否,本科,低,1
31,59,30,833,男,3,Android,0.09,11,25,0.12,63,5,普通,是,否,,高,1
31,38,,1083,女,4,Android,0.28,4,66,0.35,132,0,普通,否,是,本科,中,1
58,151,30,1725,女,2,iOS,0.14,17,37,,20,1,超级VIP,否,是,博士,低,1
27,232,13,122,女,4,Android,0.08,,,0.48,340,5,普通,否,是,本科,中,1
48,170,26,603,男,4,iOS,0.16,,93,0.98,201,3,超级VIP,否,否,本科,低,1
30,1,21,1690,女,3,Android,0.2,16,43,0.2,105,3,普通,是,是,本科,低,1
39,203,37,1947,男,1,iOS,0.03,9,77,,176,4,普通,否,否,高中,,1
22,253,17,618,男,4,iOS,0.02,14,18,0.3,75,4,普通,否,否,本科,低,1
29,172,17,1526,女,3,iOS,0.14,15,99,0.81,5,2,普通,否,否,本科,高,1
25,167,12,1341,男,3,Android,0.29,18,18,0.81,176,1,超级VIP,是,是,硕士,,1
37,48,33,1830,女,2,iOS,0.14,18,47,0.59,244,2,普通,是,是,硕士,中,1
25,169,31,515,男,3,Web,0.01,12,62,0.07,185,3,超级VIP,是,是,本科,低,1
53,128,20,1839,男,5,iOS,0.09,3,90,,181,2,普通,是,是,高中,低,1
31,300,46,1031,女,3,iOS,0.02,7,65,0.18,268,,普通,是,,本科,中,1
65,76,19,1531,女,3,Android,0.28,10,51,0.25,240,3,普通,是,是,高中,中,1
38,130,40,1395,男,3,Android,0.12,3,64,0.85,174,0,普通,否,否,本科,低,1
38,279,31,1208,女,4,Android,0.29,19,29,0.86,9,3,超级VIP,否,是,高中,低,1
61,64,13,546,女,2,Android,0.03,4,43,0.86,57,1,普通,否,是,本科,低,1
47,268,43,1906,女,3,Web,0.06,13,90,0.65,13,1,普通,否,是,本科,低,1
40,99,16,1044,男,5,iOS,0.09,20,58,0.63,142,5,普通,,否,硕士,中,1
18,98,,978,男,4,Android,0.28,8,14,0.59,307,5,超级VIP,否,是,硕士,低,1
43,65,44,257,男,5,Android,0.28,12,20,0.62,265,1,普通,否,是,高中,中,1
55,46,47,1835,女,3,Web,0.08,12,90,0.1,342,5,普通,是,是,高中,低,1
55,230,34,999,女,1,iOS,0.21,6,15,0.13,240,1,普通,是,是,硕士,中,1
55,253,31,279,男,2,Android,0.09,3,,0.08,204,3,,是,是,硕士,高,1
41,63,27,1193,男,3,Android,0.2,12,55,0.75,283,1,普通,是,是,本科,中,1
23,68,22,1384,女,3,Android,0.15,19,82,0.73,,5,VIP,否,否,高中,中,1
41,67,47,1458,女,2,Android,0.08,14,88,0.77,233,3,普通,是,否,硕士,中,1
50,106,24,1429,男,2,Web,0.02,9,7,0.93,133,0,普通,是,是,本科,中,1
27,,45,415,女,4,Android,0.28,8,82,0.18,,4,普通,是,否,高中,中,1
59,87,45,,女,5,Android,0.1,,20,0.49,,4,普通,是,是,高中,中,1
28,218,,1084,男,3,Android,0.22,19,80,0.12,343,0,普通,否,是,高中,低,1
57,14,14,1618,男,5,Android,0.21,6,60,0.19,287,0,普通,是,是,高中,高,1
50,244,25,1905,男,,Android,0.14,12,2,0.49,341,4,普通,否,否,硕士,低,1
,12,38,839,,1,Android,0.21,19,29,0.49,,1,普通,否,是,本科,中,1
47,274,,1602,女,4,Android,0.11,18,7,0.33,135,5,普通,否,否,硕士,高,1
,76,28,752,女,2,Web,0.2,17,29,0.95,235,2,普通,是,是,高中,低,1
40,205,34,1543,女,3,Android,0.13,20,1,0.4,59,1,普通,否,否,高中,中,1
69,37,48,1206,女,,iOS,0.11,6,23,0.71,296,4,普通,否,否,本科,中,1
28,72,31,425,,3,iOS,0.1,16,68,0.29,282,0,普通,是,否,本科,低,1
19,240,29,1090,男,1,iOS,0.28,6,11,0.23,194,1,VIP,否,是,硕士,中,1
30,85,,1100,男,4,Android,0.16,13,26,0.17,16,0,普通,是,否,硕士,中,1
57,176,29,915,女,1,iOS,0.06,12,65,0.18,122,0,VIP,是,否,,,1
,219,,1720,男,5,Android,0.27,11,99,0.07,9,1,普通,否,是,硕士,低,1
54,202,11,1496,女,3,Android,,12,57,0.1,269,0,VIP,否,否,本科,,1
40,124,24,1462,男,2,Android,0.03,4,65,0.15,326,3,普通,否,是,高中,中,1
33,64,37,1735,,4,Android,0.05,13,53,0.37,305,5,普通,是,是,高中,中,1
18,280,47,1771,男,2,Android,0.28,4,28,0.46,250,2,,否,否,,低,1
29,271,17,313,男,5,Android,0.15,6,88,0.95,351,1,VIP,是,否,硕士,低,1
46,256,,1612,男,3,Android,0.06,19,10,0.54,258,0,普通,否,是,本科,高,1
30,88,30,1112,,1,Web,0.14,8,29,0.79,134,0,VIP,是,否,本科,中,1
54,40,,638,男,4,Android,0.02,17,22,0.95,172,1,普通,是,是,高中,中,1
43,179,28,474,女,1,iOS,0.13,13,22,0.82,361,5,普通,,否,硕士,,1
41,5,44,1646,女,4,Android,0.02,16,28,0.91,2,0,VIP,是,是,本科,,1
40,155,18,1585,男,4,Android,0.09,11,42,0.32,169,1,VIP,否,否,高中,中,1
30,200,36,636,,5,Android,0.13,4,6,0.45,72,5,普通,否,是,,低,1
58,194,32,1406,男,4,iOS,0.22,8,99,0.34,117,1,超级VIP,是,是,高中,低,1
45,169,12,1203,男,2,Android,0.15,7,72,0.19,70,2,VIP,是,否,本科,中,1
18,188,13,1066,男,3,Web,0.23,9,12,0.89,30,2,普通,是,否,本科,中,1
21,45,18,1503,女,4,Android,,10,2,0.55,59,0,VIP,否,否,高中,中,1
62,80,,186,女,2,Android,0.02,12,87,,276,4,普通,是,是,本科,低,1
,293,28,1447,女,5,Android,0.28,16,17,0.77,143,4,VIP,否,否,高中,低,1
40,14,48,101,男,3,Web,0.25,15,99,0.17,13,5,普通,是,是,博士,中,1
47,229,45,1659,男,2,Android,0.02,15,57,0.55,361,4,普通,否,否,本科,低,1
57,263,28,1452,男,2,Android,0.03,11,6,0.83,341,1,VIP,,是,本科,低,1
48,199,44,1450,男,4,Web,0.21,19,77,0.14,194,3,VIP,否,否,,高,1
42,30,26,1966,女,4,Web,0.24,7,39,0.04,320,2,普通,否,是,硕士,中,1
54,298,16,1700,女,2,Android,0.15,7,89,0.08,208,2,VIP,否,否,本科,高,1
29,215,46,1878,男,4,Android,0.29,16,11,0.83,56,1,普通,是,否,博士,低,1
51,123,27,1971,男,4,Android,0.01,11,3,0.17,172,1,VIP,否,否,高中,中,1
30,120,12,1593,男,2,Android,0.23,8,4,0.12,7,1,超级VIP,否,否,硕士,低,1
62,77,41,1607,女,2,Android,,19,8,0.3,143,4,普通,否,否,高中,低,1
21,192,42,1616,女,1,Web,0.13,11,74,0.42,107,1,,是,否,高中,中,1
70,241,47,1448,女,4,Android,0.26,5,97,0.72,245,0,,否,是,本科,中,1
24,231,14,1447,女,3,Android,0.24,14,31,0.61,43,1,普通,否,否,博士,中,1
54,205,28,795,男,3,iOS,0.02,14,31,0.12,69,5,普通,是,否,高中,低,1
55,9,16,401,女,3,Android,0.09,4,24,0.64,,3,超级VIP,否,是,本科,高,1
32,152,14,1316,女,3,Android,0.24,5,26,0.57,204,5,普通,否,是,本科,低,1
,188,18,763,女,3,iOS,0.08,7,87,0.52,142,5,超级VIP,是,否,本科,高,1
21,3,20,1868,男,3,Web,0.16,3,35,0.3,84,3,普通,否,否,高中,中,1
35,220,40,134,女,5,Android,0.05,12,55,,237,0,VIP,是,否,硕士,中,1
57,212,33,205,女,2,Android,,19,66,0.78,202,5,普通,是,否,博士,中,1
40,127,24,1594,男,3,iOS,0.28,10,36,0.42,323,2,普通,是,是,本科,低,1
29,212,49,1607,女,2,Web,0.04,11,41,0.28,278,2,普通,是,是,本科,低,1
51,111,50,1438,女,3,Android,0.07,8,,0.5,,2,普通,否,否,博士,高,1
53,,14,1250,男,3,iOS,0.03,10,65,0.61,303,3,普通,是,否,高中,低,1
70,242,30,1283,女,4,Android,,19,24,0.42,330,3,普通,是,否,高中,低,1
52,44,17,,女,4,iOS,0.25,14,28,0.78,178,0,普通,是,是,高中,低,1
51,145,34,971,女,4,iOS,0.2,20,2,0.55,54,5,普通,是,是,高中,中,1
58,,12,1715,男,4,Android,0.19,,75,0.64,,1,普通,否,,本科,,1
46,88,17,1726,男,5,Android,0.08,8,89,0.93,83,3,VIP,是,是,高中,中,1
45,66,38,277,男,1,Android,0.08,16,68,,215,5,普通,是,是,高中,低,1
29,98,27,371,女,5,Android,0.13,,26,0.63,312,,VIP,是,否,高中,低,1
43,,35,1630,男,1,Web,0.08,7,89,,323,1,普通,是,,硕士,低,1
41,5,49,1288,女,5,Web,0.01,19,72,0.07,22,1,VIP,否,否,本科,低,1
,229,18,419,女,4,Android,0.22,5,52,0.83,194,5,超级VIP,否,是,本科,中,1
39,194,26,697,女,5,Android,0.16,4,67,0.56,197,5,普通,否,是,本科,高,1
21,268,18,986,女,4,Web,0.22,15,55,0.03,127,1,普通,是,是,本科,中,1
26,48,50,1928,女,2,Android,0.14,3,74,0.05,111,5,普通,否,是,高中,中,1
19,158,35,388,女,,Android,0.26,20,88,0.03,209,3,VIP,是,是,本科,低,1
66,270,28,510,女,2,Android,0.28,18,51,0.53,,0,超级VIP,否,否,本科,低,1
57,253,33,212,女,2,iOS,0.02,9,92,0.64,215,3,普通,是,否,本科,低,1
57,95,25,1366,男,2,iOS,0.13,10,61,0.11,9,1,普通,否,否,本科,低,1
51,211,18,307,男,5,Android,0.26,12,100,0.12,87,5,普通,是,否,本科,高,1
41,67,28,402,女,2,Web,0.11,16,97,0.05,359,1,VIP,否,是,本科,,1
33,252,15,1499,女,3,iOS,0.01,18,59,0.5,47,1,普通,否,是,本科,中,1
21,1,14,342,男,3,Web,0.11,17,10,0.81,291,3,VIP,是,否,高中,低,1
20,278,25,,男,2,iOS,0.25,6,29,0.38,145,1,VIP,是,否,硕士,中,1
66,197,43,1243,女,3,Web,,9,73,0.48,265,5,普通,是,是,硕士,中,1
39,63,16,255,男,2,Web,0.21,12,5,0.38,294,3,普通,是,是,本科,低,1
67,,45,136,女,4,Web,0.28,8,44,,358,3,VIP,否,否,本科,低,1
66,63,41,817,女,2,Web,0.13,17,0,0.14,337,4,普通,否,是,本科,中,1
37,139,47,1427,男,5,Android,0.29,5,59,0.71,154,0,普通,否,否,高中,低,1
40,18,47,1981,男,4,Web,,12,93,0.73,117,5,普通,是,否,本科,中,1
34,27,20,101,女,4,iOS,0.21,,12,0.59,107,3,普通,是,是,硕士,低,1
47,37,18,598,男,1,iOS,0.08,10,,0.96,190,4,普通,是,否,,高,1
70,244,,1097,女,3,Android,0.05,6,61,0.8,83,3,普通,是,是,博士,高,1
21,250,12,134,女,5,Android,0.17,7,90,,111,4,普通,否,否,本科,低,1
22,174,30,1804,女,4,iOS,0.18,7,29,0.77,308,0,普通,是,是,博士,中,1
27,268,21,1885,男,2,Android,0.1,9,72,0.81,155,5,普通,否,是,博士,,1
22,140,34,1148,男,2,Android,,13,28,0.84,291,4,普通,否,是,本科,低,1
55,14,36,309,女,3,Web,0.29,6,0,0.81,335,3,普通,否,否,本科,,1
38,88,43,1248,女,1,Android,0.09,17,28,,123,1,超级VIP,否,是,本科,高,1
45,109,27,152,女,3,Android,0.06,15,93,0.05,79,4,普通,是,否,硕士,低,1
66,300,49,535,女,,iOS,0.04,3,58,0.15,352,1,VIP,是,否,本科,中,1
47,172,14,965,男,3,Android,0.12,,72,0.14,255,1,普通,是,否,本科,高,1
48,197,25,892,女,4,Web,0.19,4,61,0.36,105,5,,是,是,硕士,低,1
46,206,28,1323,女,3,Android,0.15,17,20,0.09,342,3,普通,是,否,本科,低,1
,138,37,1508,女,3,Web,0.24,4,21,0.61,73,5,VIP,否,是,高中,低,1
18,147,16,365,男,5,iOS,0.21,18,41,0.6,100,3,普通,是,是,高中,中,1
44,34,19,1557,女,5,iOS,0.02,13,32,0.97,363,4,普通,是,是,硕士,低,1
45,148,50,656,女,2,,0.25,6,89,0.84,30,4,VIP,是,是,硕士,中,1
37,143,21,1422,女,5,Android,0.15,12,82,0.88,281,4,普通,否,是,硕士,中,1
45,161,26,476,女,3,Android,0.27,13,57,0.45,208,4,超级VIP,是,否,高中,高,1
22,91,26,1806,女,5,Android,0.23,11,73,0.46,223,3,VIP,,是,高中,高,1
46,201,19,1647,女,3,iOS,0.26,6,,0.11,354,2,普通,,是,本科,低,1
59,163,,446,女,1,iOS,0.03,15,78,0.17,137,0,普通,是,否,本科,低,1
57,237,16,1266,,1,Android,0.04,,51,0.29,137,4,超级VIP,否,否,本科,中,1
42,94,42,1173,女,2,Android,0.06,16,42,0.06,155,1,普通,是,是,博士,低,1
62,245,18,524,女,2,Android,0.07,19,64,0.78,74,3,普通,是,否,本科,中,1
51,191,13,1536,女,5,Android,0.02,,50,0.34,329,5,普通,否,是,高中,低,1
23,296,39,575,女,2,Web,0.18,3,91,,295,2,普通,否,否,高中,低,1
66,88,33,875,女,2,Android,0.28,6,77,0.51,199,2,普通,否,是,高中,低,1
36,20,22,975,男,3,iOS,0.26,7,62,0.68,24,4,超级VIP,是,否,本科,中,1
37,246,30,660,男,2,Android,0.22,14,14,0.29,142,5,VIP,是,否,,低,1
55,18,31,427,男,3,Android,0.26,3,93,0.41,173,1,普通,否,否,高中,中,1
41,236,,,女,4,iOS,0.21,6,10,,241,,普通,是,是,本科,中,1
35,63,40,175,,4,Android,0.13,15,18,0.9,27,4,普通,是,是,硕士,中,1
29,24,38,1186,男,2,Android,0.08,12,38,0.21,327,0,普通,是,是,硕士,高,1
35,227,,913,女,5,Android,0.06,16,81,0.87,313,4,普通,是,是,本科,中,1
34,88,,1290,女,1,Android,0.05,19,85,0.83,275,0,VIP,是,否,本科,低,1
18,276,11,952,女,2,Android,0.05,13,41,0.18,179,,普通,是,是,本科,高,1
32,133,30,823,男,3,iOS,0.28,5,90,0.77,110,4,VIP,否,否,博士,中,1
45,,25,233,男,1,iOS,0.22,5,14,0.91,186,2,普通,是,是,高中,中,1
36,47,47,136,男,4,Android,0.29,13,41,0.34,343,2,普通,是,否,本科,,1
37,45,15,758,女,3,Android,0.28,14,89,0.18,297,0,VIP,,否,本科,高,1
27,224,17,922,女,3,iOS,0.03,15,2,0.32,75,3,普通,,是,本科,中,1
39,159,39,1959,女,4,iOS,0.18,18,59,0.26,345,2,普通,否,是,本科,低,1
,235,22,1949,男,2,iOS,0.16,18,95,0.9,159,3,普通,否,是,高中,高,1
48,271,29,1530,女,2,Web,0.13,15,19,0.99,223,,普通,否,是,高中,中,1
53,50,28,626,男,5,Web,0.04,,77,0.65,141,1,普通,是,是,高中,低,1
26,187,21,763,女,3,Android,0.12,12,56,0.97,94,1,普通,是,否,高中,高,1
21,289,13,1519,男,4,Web,0.02,5,91,0.61,,2,普通,是,是,高中,,1
42,239,28,1794,男,1,iOS,0.29,20,56,0.54,360,,VIP,是,否,硕士,高,1
31,192,11,322,女,2,Android,0.2,15,,0.99,141,3,普通,是,否,本科,低,1
39,168,41,1853,男,3,,0.16,16,97,0.38,296,2,VIP,是,否,本科,中,1
48,117,33,1444,男,1,iOS,0.06,12,74,0.16,187,1,普通,否,否,本科,中,1
65,131,19,1685,女,3,Web,0.18,20,65,0.87,62,2,普通,,否,本科,低,1
22,,17,1879,男,4,Android,0.2,10,81,0.19,35,1,普通,是,是,高中,中,1
56,183,37,1589,女,2,Android,0.14,13,69,0.9,100,1,普通,否,是,高中,中,1
35,44,19,1462,女,2,Android,0.12,6,89,0.5,297,3,VIP,是,是,本科,低,1
27,267,25,456,男,2,Android,0.1,18,43,0.41,168,0,普通,否,是,本科,高,1
61,211,29,,女,4,Android,0.28,6,57,0.45,202,5,VIP,是,否,高中,,1
34,,17,1734,男,4,Android,0.06,3,38,0.51,240,1,超级VIP,,否,本科,高,1
24,51,26,112,女,5,iOS,0.09,4,42,0.52,,0,VIP,是,是,本科,高,1
31,258,41,384,女,4,Android,0.21,10,22,0.16,155,1,普通,是,是,本科,中,1
49,15,23,207,男,4,Android,0,,41,0.18,114,0,普通,,是,本科,中,1
39,132,35,1041,男,5,iOS,0.26,12,75,0.58,14,5,VIP,是,是,高中,中,1
27,138,36,1016,女,1,Web,0.28,7,75,0.91,,3,普通,是,否,硕士,高,1
,14,26,1383,男,5,iOS,0.03,7,25,0.56,103,1,VIP,是,是,硕士,,1
34,289,28,974,男,5,Web,0.22,7,10,0.12,82,4,超级VIP,否,是,高中,高,1
36,6,11,418,女,3,iOS,0.16,8,,0.83,,4,VIP,否,是,本科,,1
38,181,34,1762,女,2,iOS,0.27,11,61,0.66,27,5,普通,否,是,高中,中,1
55,205,47,641,男,4,Android,0.2,14,61,0.59,259,1,,是,是,本科,中,1
20,52,41,1681,女,4,Android,0.23,8,37,0.06,97,4,普通,否,否,硕士,高,1
57,258,33,311,女,4,Android,0.09,9,61,0.99,219,0,VIP,否,是,高中,低,1
48,45,15,244,女,3,Android,0.14,5,33,0.9,291,0,普通,是,否,本科,中,1
42,155,34,614,男,3,Android,0.26,18,0,0.13,85,0,VIP,是,否,高中,低,1
57,8,20,1914,男,2,Android,0.11,14,74,0.47,226,5,普通,否,是,本科,低,1
52,87,47,1669,女,3,Android,0.18,18,11,0.9,299,5,普通,是,是,本科,低,1
34,111,39,1872,女,2,Web,0.1,3,60,0.48,280,2,普通,,是,本科,低,1
60,46,20,808,女,4,iOS,0.08,,7,0.48,3,5,超级VIP,是,是,本科,高,1
41,286,22,1137,女,5,Android,0.24,,19,0.23,7,0,普通,否,是,硕士,高,1
37,142,46,1631,男,1,iOS,0.06,10,64,0.23,119,1,普通,否,否,博士,高,1
56,196,28,641,女,5,Android,0.07,5,86,0.43,314,4,超级VIP,是,否,本科,中,1
,42,30,620,男,2,Android,0.06,7,57,0.03,240,5,VIP,否,否,硕士,高,1
30,254,38,1043,女,3,Android,0.17,7,7,0.51,258,0,普通,是,是,本科,低,1
,157,42,1639,男,4,Android,0.18,16,82,0.23,122,4,普通,否,否,本科,中,1
59,145,27,859,女,3,iOS,0.08,7,45,0.35,1,4,普通,是,是,高中,中,1
20,,31,117,男,3,iOS,0.14,11,79,0.92,268,3,普通,是,否,高中,中,1
25,244,25,389,男,2,Android,0.2,,48,0.32,191,1,普通,是,是,硕士,中,1
24,212,12,848,男,5,Web,0.26,16,79,0.46,,5,VIP,是,否,硕士,低,1
58,87,22,594,女,4,Web,0,10,17,0.34,340,4,VIP,否,否,本科,中,1
33,162,29,457,女,5,iOS,0.05,8,30,0.03,259,0,VIP,是,否,本科,低,1
23,193,26,1532,女,3,Web,0.1,17,2,0.85,42,4,普通,否,否,本科,高,1
40,278,13,618,女,3,Android,0.04,20,,0.8,63,2,VIP,是,否,本科,低,1
44,268,18,1914,女,,,0.17,8,99,0.88,253,3,普通,否,否,高中,中,1
23,223,50,1830,男,5,Android,0.12,12,89,0.22,277,5,普通,否,是,本科,中,1
19,165,11,1183,男,1,iOS,0.03,14,31,0.72,87,5,超级VIP,是,否,博士,低,1
32,283,24,1277,男,4,iOS,0.09,15,27,,211,1,普通,否,是,本科,高,1
54,256,18,1376,男,2,,0.11,6,85,0.86,269,0,普通,否,是,本科,中,1
56,270,41,866,男,3,iOS,0.08,9,10,0.96,61,4,普通,是,否,博士,中,1
54,225,22,,男,2,Android,0.14,14,63,0.06,130,,普通,是,否,高中,中,1
32,196,36,875,女,2,Android,0.28,15,76,0.12,15,2,普通,否,否,本科,低,1
33,233,35,1157,男,4,Android,0.08,10,96,0.5,337,1,普通,是,否,高中,,1
44,102,25,1279,男,2,Web,0.22,14,62,0.73,83,1,超级VIP,是,,硕士,低,1
59,235,11,1721,女,2,Android,0.1,14,82,0.16,312,1,普通,,是,本科,中,1
55,111,21,752,男,5,Android,0.2,10,7,,57,3,超级VIP,是,是,本科,中,1
51,251,31,624,男,4,Web,0.17,9,94,0.22,305,3,VIP,是,否,本科,中,1
43,24,50,1482,女,3,iOS,0.19,4,45,0.21,222,5,普通,是,是,高中,中,1
46,286,27,1554,男,5,iOS,0.2,4,63,0.55,263,3,VIP,否,否,高中,高,1
21,165,35,211,男,5,Android,0.04,,42,0.99,249,1,普通,是,否,本科,高,1
20,41,24,1256,男,3,iOS,0.17,7,84,0.29,190,0,普通,是,否,本科,中,1
46,175,40,947,男,5,Android,0.05,3,54,0.95,26,5,超级VIP,是,是,本科,中,1
69,66,36,158,女,2,Web,0.23,5,72,0.95,336,2,超级VIP,是,是,本科,中,1
,82,50,1908,男,2,iOS,0.24,18,32,0.41,26,1,普通,是,是,高中,低,1
55,104,11,1347,男,3,Android,,9,17,0.87,345,3,普通,是,是,硕士,高,1
44,185,36,1271,男,2,iOS,0.08,11,52,0.4,45,2,VIP,否,是,本科,低,1
50,283,30,669,男,2,Web,0.11,5,50,0.49,323,2,普通,否,否,本科,中,1
